Index,Steps,Seed: 0
0,0,-207.21432
1,1200,-175.98454
2,2400,-123.7921
3,3600,-140.28079
4,4800,-121.56545
5,6000,-95.312904
6,7200,-105.80657
7,8400,-69.8605
8,9600,-57.03688
