Index,Steps,Seed: 0
0,0,-195.33237
1,600,-153.27138
2,1200,-162.26352
3,1800,-115.08151
4,2400,-125.16127
5,3000,-102.54297
6,3600,-78.54633
7,4200,-71.82573
8,4800,-64.69879
9,5400,-59.58502
10,6000,-7.118757
11,6600,-162.3601
12,7200,-89.304634
13,7800,17.462154
14,8400,-67.49872
15,9000,0.19166565
16,9600,-28.187504
17,10200,-22.671309
18,10800,-101.28552
