Index,Steps,Seed: 0
0,0,-207.21431
1,1200,-137.37978
2,2400,-117.18623
3,3600,-61.91965
4,4800,-39.08501
5,6000,-5.356957
6,7200,-14.117796
7,8400,1.7330849
8,9600,-15.828699
9,10800,-0.94895667
10,12000,38.534813
11,13200,6.229216
12,14400,41.45922
13,15600,107.654274
14,16800,69.10297
15,18000,19.698284
16,19200,65.0002
17,20400,64.22256
18,21600,51.512108
19,22800,187.90369
20,24000,152.22722
21,25200,78.037865
22,26400,74.27603
23,27600,-2.1885345
